,Map,Image No,Rpt No,Weekday,Date,Time,Veh Count,Involvement,Agency,Troop,County,City,Type,Severity,At Street,On Street,Light Cond,Injured,Killed,Injury
3816,Mapped,'2150010515','2015056685 ',Mon,3/30/15,15:26:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WINGATE CT,CST KEENE ST,Daylight,1,0,Evident Injury (Not Disabling)
3817,Mapped,'0150031971','201500010458 ',Mon,3/30/15,17:25:00,4,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,PVT HOSPITAL DR,MO 763,Daylight,1,0,Probably Injury (Not Apparent)
3818,Mapped,'0150026272','201500010536 ',Tue,3/31/15,10:33:00,1,Pedestrian,University of MO (columbia),F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST RICHMOND AVE,CST W KENTUCKY BLVD,Daylight,1,0,Disabling Injury
3819,Mapped,'2150011419','2015057318 ',Tue,3/31/15,15:13:00,5,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FAIRVIEW RD,CST BROADWAY,Daylight,2,0,Disabling Injury
3820,Mapped,'2150011419','2015057318 ',Tue,3/31/15,15:13:00,5,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FAIRVIEW RD,CST BROADWAY,Daylight,2,0,Evident Injury (Not Disabling)
3821,Mapped,'0150031555','201500010683 ',Wed,4/1/15,10:28:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MONK DR,MO 740,Daylight,1,0,Probably Injury (Not Apparent)
3822,Mapped,'2150008518','2015058321 ',Wed,4/1/15,23:30:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,PP 6379 CST I - 70 DR,CST I - 70 DR,Dark-Unlighted,2,0,Evident Injury (Not Disabling)
3823,Mapped,'2150008518','2015058321 ',Wed,4/1/15,23:30:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,PP 6379 CST I - 70 DR,CST I - 70 DR,Dark-Unlighted,2,0,Evident Injury (Not Disabling)
3824,Mapped,'0150031554','201500010822 ',Thu,4/2/15,10:40:00,3,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ROSEMARY LN,MO 763,Daylight,2,0,Probably Injury (Not Apparent)
3825,Mapped,'0150031554','201500010822 ',Thu,4/2/15,10:40:00,3,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ROSEMARY LN,MO 763,Daylight,2,0,Probably Injury (Not Apparent)
3826,Mapped,'2150008887','2015059988 ',Sat,4/4/15,13:48:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST AMERICUS DR,CST NATHANIEL DR,Daylight,1,0,Evident Injury (Not Disabling)
3827,Mapped,'2150012595','2015060604 ',Sun,4/5/15,20:53:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CREEKWOOD PKWY,CST CLARK LN,Dark-Lighted,2,0,Probably Injury (Not Apparent)
3828,Mapped,'2150012595','2015060604 ',Sun,4/5/15,20:53:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CREEKWOOD PKWY,CST CLARK LN,Dark-Lighted,2,0,Evident Injury (Not Disabling)
3829,Mapped,'2150008888','2015061126 ',Mon,4/6/15,16:59:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63,RT B,Daylight,1,0,Evident Injury (Not Disabling)
3830,Mapped,'2150009867','2015061420 ',Tue,4/7/15,7:36:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROADWAY,US 63,Daylight,1,0,Probably Injury (Not Apparent)
3831,Mapped,'0150031035','201500011429 ',Tue,4/7/15,10:44:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ROLLINS ST,MO 763,Daylight,1,0,Evident Injury (Not Disabling)
3832,Mapped,'2150010194','2015062617 ',Wed,4/8/15,19:23:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST AARON DR,RT E,Daylight,1,0,Evident Injury (Not Disabling)
3833,Mapped,'2150012596','2015062870 ',Thu,4/9/15,6:59:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST OLD HWY 63,LP 70,Daylight,1,0,Evident Injury (Not Disabling)
3834,Mapped,'2150009137','2015062975 ',Thu,4/9/15,9:47:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PERSHING RD,CST ASH ST,Daylight,1,0,Evident Injury (Not Disabling)
3835,Mapped,'2150010516','2015063429 ',Thu,4/9/15,21:04:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT TT,MO 740,Dark-Lighted,2,0,Probably Injury (Not Apparent)
3836,Mapped,'2150010516','2015063429 ',Thu,4/9/15,21:04:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT TT,MO 740,Dark-Lighted,2,0,Probably Injury (Not Apparent)
3837,Mapped,'2150009716','2015063435 ',Thu,4/9/15,21:20:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ELLETA BLVD,CST RANGELINE,Dark-Lighted,3,0,Probably Injury (Not Apparent)
3838,Mapped,'2150009716','2015063435 ',Thu,4/9/15,21:20:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ELLETA BLVD,CST RANGELINE,Dark-Lighted,3,0,Probably Injury (Not Apparent)
3839,Mapped,'2150009716','2015063435 ',Thu,4/9/15,21:20:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ELLETA BLVD,CST RANGELINE,Dark-Lighted,3,0,Evident Injury (Not Disabling)
3840,Mapped,'2150010643','2015063559 ',Fri,4/10/15,0:40:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,MO 740,MO 163,Dark-Lighted,1,0,Probably Injury (Not Apparent)
3841,Mapped,'2150010356','2015063775 ',Fri,4/10/15,10:49:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST WAUGH ST,CST BROADWAY,Daylight,1,0,Evident Injury (Not Disabling)
3842,Mapped,'2150010797','2015064543 ',Sat,4/11/15,12:50:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,IS 70,MO 163,Daylight,1,0,Probably Injury (Not Apparent)
3843,Mapped,'2150011736','2015065569 ',Mon,4/13/15,10:44:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ROCK QUARRY RD,CST GRINDSTONE PKWY,Daylight,1,0,Evident Injury (Not Disabling)
3844,Mapped,'2150009139','2015065631 ',Mon,4/13/15,12:48:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,PP 4002 WATERTOWN PL,CST WATERFRONT PL,Daylight,1,0,Disabling Injury
3845,Mapped,'2150010289','2015066326 ',Tue,4/14/15,0:00:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST MIKEL ST,CST SEXTON RD,Unknown,1,0,Probably Injury (Not Apparent)
3846,Mapped,'2150009141','2015066074 ',Tue,4/14/15,7:35:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,PVT CHAMPIONS DR,MO 163,Daylight,1,0,Probably Injury (Not Apparent)
3847,Mapped,'2150009541','2015066353 ',Tue,4/14/15,14:20:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT TT,MO 740,Daylight,1,0,Probably Injury (Not Apparent)
3848,Mapped,'2150010888','2015066367 ',Tue,4/14/15,14:56:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,IS 70,Daylight,1,0,Evident Injury (Not Disabling)
3849,Mapped,'2150012161','2015067125 ',Wed,4/15/15,13:33:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT AC,CST BUTTONWOOD DR,Daylight,1,0,Probably Injury (Not Apparent)
3850,Mapped,'2150012162','2015067398 ',Wed,4/15/15,20:45:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ELM ST,MO 163,Dark-Lighted,2,0,Disabling Injury
3851,Mapped,'2150012162','2015067398 ',Wed,4/15/15,20:45:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ELM ST,MO 163,Dark-Lighted,2,0,Evident Injury (Not Disabling)
3852,Mapped,'0150031042','201500012441 ',Thu,4/16/15,10:45:00,3,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ROLLINS ST,MO 763,Daylight,1,0,Probably Injury (Not Apparent)
3853,Mapped,'2150011738','2015068787 ',Fri,4/17/15,18:54:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CLARK LN,CST PARIS RD,Daylight,2,0,Probably Injury (Not Apparent)
3854,Mapped,'2150011738','2015068787 ',Fri,4/17/15,18:54:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CLARK LN,CST PARIS RD,Daylight,2,0,Probably Injury (Not Apparent)
3855,Mapped,'2150012272','2015069325 ',Sat,4/18/15,15:54:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST BROADWAY,US 63,Daylight,1,0,Evident Injury (Not Disabling)
3856,Mapped,'2150011111','2015069749 ',Sun,4/19/15,9:47:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Overturn,Personl Injury,CST WACO RD,RT B,Daylight,1,0,Evident Injury (Not Disabling)
3857,Mapped,'2150012273','2015071952 ',Wed,4/22/15,16:42:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST NELWOOD DR,CST VANDIVER DR,Daylight,1,0,Probably Injury (Not Apparent)
3858,Mapped,'2150011555','2015072600 ',Thu,4/23/15,15:36:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST STADIUM,CST WORLEY ST,Daylight,1,0,Evident Injury (Not Disabling)
3859,Mapped,'2150012600','2015073222 ',Fri,4/24/15,12:30:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,US 63C,IS 70,Daylight,1,0,Probably Injury (Not Apparent)
3860,Mapped,'2150012167','2015074138 ',Sat,4/25/15,20:15:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VANDIVER DR,RT B,Dark-Lighted,1,0,Evident Injury (Not Disabling)
3861,Mapped,'2150011422','2015074293 ',Sun,4/26/15,0:45:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT PP,US 63C,Dark-Lighted,1,0,Evident Injury (Not Disabling)
3862,Mapped,'2150013667','2015074757 ',Sun,4/26/15,22:57:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CRD ST CHARLES RD,IS 70,Dark-Unlighted,1,0,Probably Injury (Not Apparent)
3863,Mapped,'2150012168','2015075006 ',Mon,4/27/15,12:30:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HERIFORD DR,CST PARIS RD,Daylight,1,0,Evident Injury (Not Disabling)
3864,Mapped,'2150013668','2015075221 ',Mon,4/27/15,17:17:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST SOUTHAMPTON DR,MO 163,Daylight,2,0,Probably Injury (Not Apparent)
3865,Mapped,'2150013668','2015075221 ',Mon,4/27/15,17:17:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST SOUTHAMPTON DR,MO 163,Daylight,2,0,Probably Injury (Not Apparent)
3866,Mapped,'2150015509','2015075547 ',Tue,4/28/15,7:25:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,US 63,Daylight,1,0,Evident Injury (Not Disabling)
3867,Mapped,'2150010646','2015075574 ',Tue,4/28/15,8:10:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROWN STATION RD,RT B,Daylight,3,0,Probably Injury (Not Apparent)
3868,Mapped,'2150010646','2015075574 ',Tue,4/28/15,8:10:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROWN STATION RD,RT B,Daylight,3,0,Evident Injury (Not Disabling)
3869,Mapped,'2150010646','2015075574 ',Tue,4/28/15,8:10:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROWN STATION RD,RT B,Daylight,3,0,Evident Injury (Not Disabling)
3870,Mapped,'2150015510','2015075652 ',Tue,4/28/15,11:00:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST SANTIAGO DR,CST NIFONG BLVD,Daylight,1,0,Evident Injury (Not Disabling)
3871,Mapped,'2150013245','2015075720 ',Tue,4/28/15,13:16:00,2,Pedalcyclist,Columbia PD,F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,CST ANN ST,CST BROADWAY,Daylight,1,0,Evident Injury (Not Disabling)
3872,Mapped,'2150014868','2015077405 ',Thu,4/30/15,0:00:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROADWAY,CST SIXTH ST,Dark-Lighted,1,0,Evident Injury (Not Disabling)
3873,Mapped,'0150031031','201500013522 ',Thu,4/30/15,17:10:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,PVT TIGER AVE,Daylight,1,0,Probably Injury (Not Apparent)
3874,Mapped,'2150011740','2015077823 ',Fri,5/1/15,13:31:00,5,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,IS 70,Daylight,1,0,Evident Injury (Not Disabling)
3875,Mapped,'2150011557','2015077846 ',Fri,5/1/15,14:15:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST AMMONETTE ST,CST OLD HWY 63,Daylight,1,0,Evident Injury (Not Disabling)
3876,Mapped,'0150037505','20152041 ',Fri,5/1/15,16:20:00,1,Driver Present,Boone CO SD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CRD KMJ RD,CRD AKEMAN BRIDGE RD,Daylight,1,0,Evident Injury (Not Disabling)
3877,Mapped,'2150013669','2015078015 ',Fri,5/1/15,18:00:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROADWAY,MO 740,Daylight,1,0,Evident Injury (Not Disabling)
3878,Mapped,'0150037759','201500013685 ',Sat,5/2/15,10:08:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST TENTH ST,CST ELM ST,Daylight,1,0,Probably Injury (Not Apparent)
3879,Mapped,'2150014429','2015078684 ',Sat,5/2/15,20:16:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HATHMAN PL,CST PARIS RD,Dark-Unknown Lighting,2,0,Evident Injury (Not Disabling)
3880,Mapped,'2150014429','2015078684 ',Sat,5/2/15,20:16:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HATHMAN PL,CST PARIS RD,Dark-Unknown Lighting,2,0,Evident Injury (Not Disabling)
3881,Mapped,'2150012170','2015079441 ',Mon,5/4/15,11:49:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BRICKTON RD,CST BROADWAY,Daylight,2,0,Probably Injury (Not Apparent)
3882,Mapped,'2150012170','2015079441 ',Mon,5/4/15,11:49:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BRICKTON RD,CST BROADWAY,Daylight,2,0,Probably Injury (Not Apparent)
3883,Mapped,'2150013670','2015079791 ',Mon,5/4/15,20:59:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63,CST PARIS RD,Dark-Lighted,1,0,Probably Injury (Not Apparent)
3884,Mapped,'2150014870','2015080209 ',Tue,5/5/15,15:05:00,2,Pedalcyclist,Columbia PD,F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,CST NINTH ST,CST WALNUT ST,Daylight,1,0,Probably Injury (Not Apparent)
3885,Mapped,'2150014156','2015080312 ',Tue,5/5/15,17:38:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST AMMONETTE ST,CST OLD HWY 63,Daylight,2,0,Evident Injury (Not Disabling)
3886,Mapped,'2150014156','2015080312 ',Tue,5/5/15,17:38:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST AMMONETTE ST,CST OLD HWY 63,Daylight,2,0,Evident Injury (Not Disabling)
3887,Mapped,'0150037727','201500014067 ',Wed,5/6/15,11:01:00,2,Passenger,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST 8TH ST,CST ELM ST,Daylight,1,0,Probably Injury (Not Apparent)
3888,Mapped,'0150044656','201500017657 ',Wed,5/6/15,19:22:00,2,Passenger,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,MO 763,Daylight,2,0,Probably Injury (Not Apparent)
3889,Mapped,'0150044656','201500017657 ',Wed,5/6/15,19:22:00,2,Passenger,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,MO 763,Daylight,2,0,Probably Injury (Not Apparent)
3890,Mapped,'2150013901','2015081880 ',Thu,5/7/15,22:52:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST COLLEGE AVE,CST BROADWAY,Dark-Lighted,1,0,Probably Injury (Not Apparent)
3891,Mapped,'2150014430','2015081999 ',Fri,5/8/15,2:58:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WALNUT ST,CST COLLEGE AVE,Dark-Lighted,2,0,Evident Injury (Not Disabling)
3892,Mapped,'2150014430','2015081999 ',Fri,5/8/15,2:58:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WALNUT ST,CST COLLEGE AVE,Dark-Lighted,2,0,Disabling Injury
3893,Mapped,'2150014157','2015082317 ',Fri,5/8/15,16:39:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,IS 70,Daylight,1,0,Evident Injury (Not Disabling)
3894,Mapped,'2150012959','2015082343 ',Fri,5/8/15,17:20:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROWN STATION RD,CST JAMES DALE RD,Daylight,1,0,Evident Injury (Not Disabling)
3895,Mapped,'2150013902','2015082678 ',Sat,5/9/15,4:54:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,IS 70,US 63,Dark-Unlighted,1,0,Probably Injury (Not Apparent)
3896,Mapped,'2150015629','2015082852 ',Sat,5/9/15,15:25:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VANDIVER DR,US 63,Daylight,2,0,Disabling Injury
3897,Mapped,'2150015629','2015082852 ',Sat,5/9/15,15:25:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VANDIVER DR,US 63,Daylight,2,0,Evident Injury (Not Disabling)
3898,Mapped,'0150038459','201500014472 ',Sat,5/9/15,15:40:00,3,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 763,MO 740,Daylight,1,0,Evident Injury (Not Disabling)
3899,Mapped,'2150016222','2015083236 ',Sun,5/10/15,11:29:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST GILLESPIE BRIDGE RD,RT TT,Daylight,1,0,Probably Injury (Not Apparent)
3900,Mapped,'2150016721','2015083352 ',Sun,5/10/15,11:54:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WOODLAND SPRINGS CT,CST CLARK LN,Daylight,1,0,Probably Injury (Not Apparent)
3901,Mapped,'2150020123','2015083282 ',Sun,5/10/15,13:41:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CRD ST CHARLES RD,RP 103938,Daylight,3,0,Evident Injury (Not Disabling)
3902,Mapped,'2150020123','2015083282 ',Sun,5/10/15,13:41:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CRD ST CHARLES RD,RP 103938,Daylight,3,0,Probably Injury (Not Apparent)
3903,Mapped,'2150020123','2015083282 ',Sun,5/10/15,13:41:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CRD ST CHARLES RD,RP 103938,Daylight,3,0,Evident Injury (Not Disabling)
3904,Mapped,'2150013246','2015083370 ',Sun,5/10/15,18:21:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST PARK AVE,MO 163,Daylight,1,0,Probably Injury (Not Apparent)
3905,Mapped,'2150013365','2015084227 ',Tue,5/12/15,9:46:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63,RT B,Daylight,3,0,Evident Injury (Not Disabling)
3906,Mapped,'2150013365','2015084227 ',Tue,5/12/15,9:46:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63,RT B,Daylight,3,0,Probably Injury (Not Apparent)
3907,Mapped,'2150013365','2015084227 ',Tue,5/12/15,9:46:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63,RT B,Daylight,3,0,Disabling Injury
3908,Mapped,'2150012790','2015084772 ',Tue,5/12/15,11:35:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PROVIDENCE RD,CST TEXAS AVE,Daylight,1,0,Probably Injury (Not Apparent)
3909,Mapped,'2150014158','2015084824 ',Wed,5/13/15,7:45:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CHARLES ST,LP 70,Daylight,2,0,Probably Injury (Not Apparent)
3910,Mapped,'2150014158','2015084824 ',Wed,5/13/15,7:45:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CHARLES ST,LP 70,Daylight,2,0,Probably Injury (Not Apparent)
3911,Mapped,'2150014689','2015084828 ',Wed,5/13/15,7:55:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST SEVENTH ST,LP 70,Daylight,1,0,Evident Injury (Not Disabling)
3912,Mapped,'2150014160','2015084906 ',Wed,5/13/15,10:53:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FAIRVIEW RD,RT TT,Daylight,1,0,Probably Injury (Not Apparent)
3913,Mapped,'2150015035','2015085944 ',Fri,5/15/15,0:51:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,MO 763,IS 70,Dark-Lighted,3,0,Evident Injury (Not Disabling)
3914,Mapped,'2150015035','2015085944 ',Fri,5/15/15,0:51:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,MO 763,IS 70,Dark-Lighted,3,0,Disabling Injury
3915,Mapped,'2150015035','2015085944 ',Fri,5/15/15,0:51:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,MO 763,IS 70,Dark-Lighted,3,0,Disabling Injury
3916,Mapped,'2150015511','2015086184 ',Fri,5/15/15,11:12:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST GARDEN GROVE DR NJ,CST THORNBROOK PKWY,Daylight,2,0,Evident Injury (Not Disabling)
3917,Mapped,'2150015511','2015086184 ',Fri,5/15/15,11:12:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST GARDEN GROVE DR NJ,CST THORNBROOK PKWY,Daylight,2,0,Evident Injury (Not Disabling)
3918,Mapped,'2150013247','2015086339 ',Fri,5/15/15,15:21:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63 C,IS 70,Daylight,1,0,Probably Injury (Not Apparent)
3919,Mapped,'2150017903','2015086349 ',Fri,5/15/15,15:40:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST DORADO DR,CRD ST CHARLES RD,Daylight,1,0,Evident Injury (Not Disabling)
3920,Mapped,'2150016544','2015086576 ',Fri,5/15/15,21:51:00,2,Pedalcyclist,Columbia PD,F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,CST TENTH ST,CST BROADWAY,Dark-Lighted,1,0,Evident Injury (Not Disabling)
3921,Mapped,'2150014873','2015086884 ',Sat,5/16/15,11:36:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FAIRVIEW RD,CST BERNADETTE DR,Daylight,3,0,Probably Injury (Not Apparent)
3922,Mapped,'2150014873','2015086884 ',Sat,5/16/15,11:36:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FAIRVIEW RD,CST BERNADETTE DR,Daylight,3,0,Probably Injury (Not Apparent)
3923,Mapped,'2150014873','2015086884 ',Sat,5/16/15,11:36:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FAIRVIEW RD,CST BERNADETTE DR,Daylight,3,0,Probably Injury (Not Apparent)
