"Crash_ID","At_Intersection_Flag","Crash_Date","Crash_Death_Count","Crash_Non.Suspected_Serious_Injury_Count","Crash_Not_Injured_Count","Crash_Possible_Injury_Count","Crash_Severity","Crash_Suspected_Serious_Injury_Count","Crash_Total_Injury_Count","Crash_Unknown_Injury_Count","Latitude","Longitude","Street_Name","Street_Number","Driver_Alcohol_Result","Driver_Blood_Alcohol_Content_Test_Result","Driver_Drug_Test_Result","Unit_Death_Count","Unit_Description","Unit_Non.Suspected_Serious_Injury_Count","Unit_Not_Injured_Count","Unit_Possible_Injury_Count","Unit_Suspected_Serious_Injury_Count","Unit_Total_Injury_Count","Unit_Unknown_Injury_Count","Vehicle_Body_Style","Vehicle_Make","Vehicle_Model_Name","Person_Age","Person_Death_Count","Person_Ethnicity","Person_Gender","Person_Injury_Severity","Person_Not_Injured_Count","Person_Possible_Injury_Count","Person_Suspected_Serious_Injury_Count","Person_Total_Injury_Count","Person_Type","Crash_Month","Crash_Year"
16971587,TRUE,2019-03-26,0,0,2,1,"C - POSSIBLE INJURY",0,1,0,29.44057963,-98.47766458,"SL0368",1600,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","53",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","March",2019
16971815,FALSE,2019-03-26,0,0,2,0,"N - NOT INJURED",0,0,1,29.36966828,-98.46273051,"MONTROSE AVE",408,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","22",0,"H - HISPANIC","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","March",2019
16973432,FALSE,2019-03-28,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.42507497,-98.45898315,"E HOUSTON ST",2301,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","53",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","March",2019
17017484,FALSE,2019-03-28,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.46836789,-98.56906674,"SS0421",1537,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","44",0,"W - WHITE","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","March",2019
17024884,FALSE,2019-04-01,1,0,1,0,"K - FATAL INJURY",0,0,0,29.42507497,-98.46405871,"E HOUSTON ST",2038,"No Data","No Data","No Data",1,"3 - PEDALCYCLIST",0,0,0,0,0,0,"No Data","No Data","No Data","35",1,"B - BLACK","1 - MALE","K - FATAL INJURY",0,0,0,0,"3 - PEDALCYCLIST","April",2019
17017297,TRUE,2019-04-03,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.35552597,-98.48123932,"SL0013",3500,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","20",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17016612,TRUE,2019-04-04,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.42328497,-98.52756231,"S ZARZAMORA ST",514,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","46",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","April",2019
17017354,TRUE,2019-04-08,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.42598497,-98.48866231,"N PRESA ST",600,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","30",0,"A - ASIAN","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17015468,FALSE,2019-04-09,0,0,2,0,"N - NOT INJURED",0,0,0,29.36605498,-98.50404231,"PLEASANTON RD",1643,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","32",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","April",2019
17014956,TRUE,2019-04-13,0,0,2,1,"C - POSSIBLE INJURY",0,1,0,29.42332497,-98.48929231,"W MARKET ST",301,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","63",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2019
17021534,TRUE,2019-04-13,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.36865495,-98.4710323,"S PRESA ST",5300,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","55",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","April",2019
17032838,FALSE,2019-04-13,0,0,7,1,"C - POSSIBLE INJURY",0,1,0,29.40801284,-98.56858014,"BARNEY AVE",2130,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","24",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2019
17019240,FALSE,2019-04-15,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.47159496,-98.36676695,"LAURAS FARM",6112,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","5",0,"A - ASIAN","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","April",2019
17030963,TRUE,2019-04-15,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.42997497,-98.45222232,"N WALTERS ST",1298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","65",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2019
17015748,FALSE,2019-04-16,0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,29.50394155,-98.41632784,"SL0368",2128,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","26",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","April",2019
17015851,TRUE,2019-04-16,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.44929496,-98.48618231,"VALERO ST",100,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","21",0,"98 - OTHER","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","April",2019
17015854,TRUE,2019-04-16,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.51680775,-98.67285312,"BOWEN DR",9098,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","15",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","April",2019
17016535,FALSE,2019-04-17,1,0,2,0,"K - FATAL INJURY",0,0,0,29.41409315,-98.62398873,"PINN RD",1826,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","41",1,"H - HISPANIC","2 - FEMALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","April",2019
17019501,FALSE,2019-04-17,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.4924554,-98.70056514,"CULEBRA RD",10619,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","14",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17019769,FALSE,2019-04-17,0,0,0,1,"C - POSSIBLE INJURY",0,1,1,29.44059015,-98.49545124,"HOWARD ST",493,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","66",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","April",2019
17025553,FALSE,2019-04-18,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.55529376,-98.37959255,"OLD OCONNOR RD",12584,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","19",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","April",2019
17021722,FALSE,2019-04-19,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.48641859,-98.59390866,"GLEN RIDGE DR",5441,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","42",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","April",2019
17022002,FALSE,2019-04-19,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.40474831,-98.51275231,"PENDLETON AVE",143,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","44",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17022573,FALSE,2019-04-19,0,0,3,1,"C - POSSIBLE INJURY",0,1,0,29.40087185,-98.52620267,"S CIBOLO ST",2733,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","22",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","April",2019
17030261,TRUE,2019-04-19,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.43097007,-98.5541262,"N GENERAL MCMULLEN DR",0,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","43",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17034235,FALSE,2019-04-20,0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.36713971,-98.47985461,"E WHITE AVE",648,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","58",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17028948,FALSE,2019-04-21,0,0,1,0,"N - NOT INJURED",0,0,1,29.42402987,-98.48911706,"E COMMERCE ST",382,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","39",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","April",2019
17030740,FALSE,2019-04-21,0,1,1,0,"A - SUSPECTED SERIOUS INJURY",1,2,0,29.37528645,-98.44824233,"CLARK AVE",4103,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","38",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","April",2019
17030740,FALSE,2019-04-21,0,1,1,0,"A - SUSPECTED SERIOUS INJURY",1,2,0,29.37528645,-98.44824233,"CLARK AVE",4103,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","34",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17028984,TRUE,2019-04-22,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.42332497,-98.48929231,"W MARKET ST",301,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","48",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2019
17030836,TRUE,2019-04-22,0,0,2,0,"N - NOT INJURED",0,0,0,29.36303498,-98.50391231,"PLEASANTON RD",1898,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","35",0,"W - WHITE","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","April",2019
17030186,FALSE,2019-04-23,0,1,3,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.4009896,-98.52503178,"FRIO CITY RD",832,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","36",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17030451,FALSE,2019-04-23,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.37540235,-98.46168928,"E SOUTHCROSS BLVD",2175,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","23",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2019
17035998,FALSE,2019-04-24,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.52290392,-98.41933509,"BARRINGTON DR",3903,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","No Data",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17034091,TRUE,2019-04-25,0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.43576497,-98.49592231,"SAN PEDRO AVE",300,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","36",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17035785,TRUE,2019-04-26,0,0,0,1,"C - POSSIBLE INJURY",0,1,1,29.42933497,-98.49391231,"N MAIN AVE",436,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","21",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2019
17036495,TRUE,2019-04-26,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.36509498,-98.48428232,"MISSION RD",3104,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","23",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","April",2019
17036527,FALSE,2019-04-27,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.41320972,-98.49266415,"E SHERIDAN",333,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","59",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2019
17036866,TRUE,2019-04-27,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.44754497,-98.5494723,"NW 29TH ST",1498,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","69",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17036666,TRUE,2019-04-28,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.41912497,-98.51078231,"S RICHTER ST",800,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","21",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2019
17036781,TRUE,2019-04-28,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.44386497,-98.49420231,"N MAIN AVE",1598,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","71",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2019
17039102,TRUE,2019-04-28,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.37943498,-98.52807232,"DIVISION AVE",1400,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","33",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","April",2019
17039348,TRUE,2019-04-28,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.41606497,-98.48891232,"S ALAMO ST",800,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","20",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","April",2019
17086527,TRUE,2019-05-17,0,0,5,0,"A - SUSPECTED SERIOUS INJURY",1,1,2,29.56597494,-98.40565233,"LANDMARK HL",13700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","18",0,"B - BLACK","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May",2019
17086707,FALSE,2019-05-18,0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.54366447,-98.58353141,"PRUE RD",5020,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","22",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2019
17080491,FALSE,2019-05-21,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.37172645,-98.53405231,"S ZARZAMORA ST",5528,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","26",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May",2019
17169468,TRUE,2019-05-21,0,0,0,0,"99 - UNKNOWN",0,0,2,29.45605863,-98.4702876,"SL0368",3200,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,0,0,1,"No Data","No Data","No Data","36",0,"B - BLACK","2 - FEMALE","99 - UNKNOWN",0,0,0,0,"4 - PEDESTRIAN","May",2019
17083688,FALSE,2019-05-22,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.42670675,-98.50922438,"W COMMERCE ST",1345,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","46",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2019
17086576,FALSE,2019-05-22,0,0,2,0,"N - NOT INJURED",0,0,0,29.45832144,-98.65040045,"ORILEY ST",2350,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","55",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","May",2019
17088171,TRUE,2019-05-23,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.37761498,-98.45674232,"GLAMIS AVE",100,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","55",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May",2019
17092980,TRUE,2019-05-23,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.39335498,-98.50636231,"RIPFORD ST",300,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","15",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2019
17087671,TRUE,2019-05-24,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.45604041,-98.55337574,"SS0421",816,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","58",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May",2019
17092802,FALSE,2019-05-24,1,0,4,0,"K - FATAL INJURY",0,0,0,29.42485669,-98.57700385,"W OLD US HIGHWAY 90",785,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","56",1,"H - HISPANIC","2 - FEMALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","May",2019
17097260,TRUE,2019-05-24,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.42477497,-98.57720229,"ENRIQUE M BARRERA PKWY",800,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","56",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2019
17087798,FALSE,2019-05-25,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.49267036,-98.58629208,"SUMMIT PKWY",5880,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","32",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2019
17088555,TRUE,2019-05-25,0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.41829497,-98.5466223,"CASTROVILLE RD",498,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","20",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2019
17098349,FALSE,2019-05-28,0,0,3,1,"C - POSSIBLE INJURY",0,1,0,29.4447779,-98.49420231,"N MAIN AVE",1679,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","20",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","May",2019
17094187,FALSE,2019-05-29,1,0,1,0,"K - FATAL INJURY",0,0,0,29.51577792,-98.49925231,"SAN PEDRO AVE",7317,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","63",1,"I - AMER. INDIAN/ALASKAN NATIVE","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","May",2019
17099695,FALSE,2019-05-29,0,1,3,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.47501496,-98.57874229,"VIEW DR",4700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","52",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2019
17101473,FALSE,2019-05-30,0,0,1,0,"N - NOT INJURED",0,0,1,29.35667129,-98.50390169,"PLEASANTON RD",2300,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,0,0,1,"No Data","No Data","No Data","No Data",0,"99 - UNKNOWN","99 - UNKNOWN","99 - UNKNOWN",0,0,0,0,"4 - PEDESTRIAN","May",2019
17101564,FALSE,2019-05-31,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.41717997,-98.49003231,"S ST MARYS ST",717,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","37",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2019
17100647,TRUE,2019-06-01,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.44092497,-98.5277223,"W POPLAR ST",2201,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","61",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2019
17166836,FALSE,2019-06-16,0,3,2,0,"B - SUSPECTED MINOR INJURY",0,3,0,29.42230636,-98.4848653,"E MARKET ST",714,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","8",0,"99 - UNKNOWN","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2019
17166836,FALSE,2019-06-16,0,3,2,0,"B - SUSPECTED MINOR INJURY",0,3,0,29.42230636,-98.4848653,"E MARKET ST",714,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","37",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2019
17166836,FALSE,2019-06-16,0,3,2,0,"B - SUSPECTED MINOR INJURY",0,3,0,29.42230636,-98.4848653,"E MARKET ST",714,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","64",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2019
17159571,TRUE,2019-06-17,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.54705495,-98.57628229,"HUEBNER RD",11306,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","39",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2019
17147207,FALSE,2019-06-19,0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,29.44158497,-98.44735232,"NORFLEET ST",1400,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","1",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2019
17147497,FALSE,2019-06-19,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.43616014,-98.62458568,"W COMMERCE ST",10380,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","31",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2019
17148259,FALSE,2019-06-19,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.50968553,-98.40860183,"SL0368",2426,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","3",0,"B - BLACK","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2019
17164924,TRUE,2019-06-19,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.44448666,-98.51816485,"SS0421",801,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","69",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2019
