"","Crash_ID","At_Intersection_Flag","Crash_Date","Crash_Death_Count","Crash_Non.Suspected_Serious_Injury_Count","Crash_Not_Injured_Count","Crash_Possible_Injury_Count","Crash_Severity","Crash_Suspected_Serious_Injury_Count","Crash_Total_Injury_Count","Crash_Unknown_Injury_Count","Street_Name","Street_Number","Driver_Alcohol_Result","Driver_Blood_Alcohol_Content_Test_Result","Driver_Drug_Test_Result","Unit_Death_Count","Unit_Description","Unit_Non.Suspected_Serious_Injury_Count","Unit_Not_Injured_Count","Unit_Possible_Injury_Count","Unit_Suspected_Serious_Injury_Count","Unit_Total_Injury_Count","Unit_Unknown_Injury_Count","Vehicle_Body_Style","Vehicle_Make","Vehicle_Model_Name","Person_Age","Person_Death_Count","Person_Ethnicity","Person_Gender","Person_Injury_Severity","Person_Not_Injured_Count","Person_Possible_Injury_Count","Person_Suspected_Serious_Injury_Count","Person_Total_Injury_Count","Person_Type","Crash_Month","Crash_Year","OBJECTID","District","SHAPE_Leng","SHAPE_Area","ColorFactor","color","geometry"
"2717",15482141,TRUE,"17128",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"SILICON DR",12598,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","52",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","November",2016,8,"8",139193.677037404,181162836.259435,"8","#FF7F00",c(-98.59292228, 29.55391495)
"2718",15472430,FALSE,"17134",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,"W COMMERCE ST",197,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","54",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","November",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49455658, 29.42516497)
"2719",15467423,TRUE,"17135",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"MISSION RD",2798,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,1,1,0,"No Data","No Data","No Data","38",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"3 - PEDALCYCLIST","November",2016,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.48616232, 29.36895498)
"2720",15467278,FALSE,"17136",0,0,1,0,"N - NOT INJURED",0,0,1,"NOGALITOS ST",704,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,"No Data","No Data","No Data","0",0,"H - HISPANIC","1 - MALE","99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","December",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.50697407, 29.40550044)
"2721",15466797,FALSE,"17137",0,0,1,0,"N - NOT INJURED",0,0,1,"N ST MARYS ST",131,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,"No Data","No Data","No Data","No Data",0,"H - HISPANIC","1 - MALE","99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","December",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49142036, 29.42467918)
"2722",15479276,FALSE,"17137",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"FM2252",14078,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","41",0,"B - BLACK","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","December",2016,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.38241862, 29.57031217)
"2723",15468722,FALSE,"17138",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"BYNUM ST",293,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","19",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2016,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.56110624, 29.36477956)
"2724",15475114,TRUE,"17139",0,0,1,0,"N - NOT INJURED",0,0,1,"PALO ALTO RD",509,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","23",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","December",2016,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.5522623, 29.34852)
"2725",15478879,TRUE,"17141",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"VANCE JACKSON RD",1100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","56",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","December",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.5349423, 29.48338496)
"2726",15480872,TRUE,"17141",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"NAVARRO ST",700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","54",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","December",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48973231, 29.42754497)
"2727",15489825,FALSE,"17144",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"SS0421",1700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","33",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","December",2016,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.57140122, 29.46985507)
"2728",15503024,FALSE,"17144",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"CEDARHURST DR",719,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","11",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2016,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.64274634, 29.38721247)
"2729",15482429,FALSE,"17145",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"E NOTTINGHAM DR",216,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","24",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","December",2016,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.46365182, 29.49943792)
"2730",15484915,TRUE,"17145",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"N ST MARYS ST",100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","26",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","December",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49145231, 29.42454497)
"2731",15485475,TRUE,"17145",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"S NAVIDAD ST",298,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","12",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","December",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52264231, 29.42559497)
"2732",15485476,FALSE,"17145",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"LORD RD",4445,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","61",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","December",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.40647553, 29.41359721)
"2733",15484917,FALSE,"17146",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"S HAMILTON ST",1209,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","43",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.533016, 29.41664727)
"2734",15485411,FALSE,"17146",1,0,1,0,"K - FATAL INJURY",0,0,0,"CASTROVILLE RD",1309,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","43",1,"H - HISPANIC","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","December",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.55940588, 29.41534965)
"2735",15485575,TRUE,"17147",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"RITTIMAN RD",4812,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","36",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.39730233, 29.48408496)
"2736",15485575,TRUE,"17147",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"RITTIMAN RD",4812,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","6",0,"H - HISPANIC","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","December",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.39730233, 29.48408496)
"2737",15488254,FALSE,"17148",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"SL0368",4281,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","34",0,"99 - UNKNOWN","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","December",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.46400994, 29.46527869)
"2738",15489039,TRUE,"17148",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,"S ZARZAMORA ST",100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","23",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","December",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52692231, 29.42816497)
"2739",15501740,FALSE,"17148",0,0,2,0,"N - NOT INJURED",0,0,0,"SS0421",1901,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","19",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","December",2016,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.57556976, 29.47184042)
"2740",15489685,TRUE,"17149",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"SW 24TH ST",400,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","65",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","December",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5428523, 29.42651497)
"2741",15490987,FALSE,"17149",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"FM1976",6900,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","23",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.35194032, 29.49968892)
"2742",15492873,TRUE,"17149",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,"S NEW BRAUNFELS AVE",1500,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","35",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","December",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.46124232, 29.40487497)
"2743",15494585,TRUE,"17149",0,0,2,0,"N - NOT INJURED",0,0,0,"SL0013",1100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","49",0,"H - HISPANIC","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","December",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.40558167, 29.41357297)
"2744",15490618,TRUE,"17150",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"SL0345",5198,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","24",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","December",2016,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.56049939, 29.50303896)
"2745",15503556,FALSE,"17150",1,0,4,0,"K - FATAL INJURY",0,0,0,"CULEBRA RD",2219,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","57",1,"H - HISPANIC","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","December",2016,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.54272141, 29.44689788)
"2746",15494305,FALSE,"17151",0,0,2,0,"N - NOT INJURED",0,0,0,"LOSOYA ST",207,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","27",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","December",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48786786, 29.42496849)
"2747",15494333,TRUE,"17151",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"WURZBACH RD",8800,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","39",0,"A - ASIAN","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2016,8,"8",139193.677037404,181162836.259435,"8","#FF7F00",c(-98.56868229, 29.52468495)
"2748",15497764,TRUE,"17151",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"MARBACH RD",8270,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","20",0,"B - BLACK","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2016,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.65305227, 29.41783498)
"2749",15501399,TRUE,"17152",0,1,3,0,"B - SUSPECTED MINOR INJURY",0,1,0,"W COMMERCE ST",2899,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","21",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","December",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52692231, 29.42816497)
"2750",15502822,TRUE,"17152",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SL0368",1898,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","44",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.47658298, 29.44353184)
"2751",15497458,FALSE,"17153",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"SL0013",1721,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","52",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2016,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.52063585, 29.35667062)
"2752",15497778,FALSE,"17153",1,0,2,0,"K - FATAL INJURY",0,0,0,"WURZBACH RD",8663,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","28",1,"W - WHITE","2 - FEMALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","December",2016,8,"8",139193.677037404,181162836.259435,"8","#FF7F00",c(-98.56972761, 29.52365964)
"2753",15500034,FALSE,"17153",0,0,2,0,"N - NOT INJURED",0,0,0,"W CHERYL DR",116,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","34",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","December",2016,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.55952578, 29.46001149)
"2754",15496441,TRUE,"17154",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"THOUSAND OAKS DR",4239,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","18",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2016,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.40973233, 29.55218494)
"2755",15501041,FALSE,"17155",0,0,2,1,"C - POSSIBLE INJURY",0,1,0,"BRADY BLVD",502,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","22",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","December",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.53026791, 29.40260674)
"2756",15501199,FALSE,"17155",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SL0013",478,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","16",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","December",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.4055622, 29.42417082)
"2757",15503019,FALSE,"17156",0,0,3,0,"N - NOT INJURED",0,0,0,"KELSEY AVE",300,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","13",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","December",2016,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.55424638, 29.35776781)
"2758",15553068,FALSE,"17157",1,0,1,0,"K - FATAL INJURY",0,0,1,"RANDOLPH BLVD",6010,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","44",1,"W - WHITE","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","December",2016,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.36997938, 29.54032419)
"2759",15551748,FALSE,"17162",0,0,1,0,"N - NOT INJURED",0,0,1,"STEVES AVE",1908,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,"No Data","No Data","No Data","No Data",0,"99 - UNKNOWN","1 - MALE","99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","December",2016,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.4609177, 29.39095498)
"2760",15187872,FALSE,"16983",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"N ZARZAMORA ST",227,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","58",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52676384, 29.42953116)
"2761",15188249,TRUE,"16983",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"MAPLE ST",124,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","30",0,"99 - UNKNOWN","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","July",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49296231, 29.43849497)
"2762",15188375,FALSE,"16983",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"BUENA VISTA ST",6700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","6",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2016,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.5902036, 29.43320083)
"2763",15190271,FALSE,"16983",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"FREDERICKSBURG RD",3300,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","60",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.53413257, 29.47258524)
"2764",15192127,TRUE,"16984",0,0,1,0,"N - NOT INJURED",0,0,1,"E JOSEPHINE ST",201,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","27",0,"B - BLACK","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","July",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48010232, 29.44522497)
"2765",15191804,TRUE,"16985",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"E POPLAR ST",198,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","28",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49296231, 29.43955497)
"2766",15191862,FALSE,"16986",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"CATALINA AVE",334,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","23",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","July",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.51737231, 29.46820909)
"2767",15198594,FALSE,"16986",0,0,3,1,"C - POSSIBLE INJURY",0,1,0,"SAN PEDRO AVE",6826,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","27",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","July",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49924231, 29.50296442)
"2768",15194422,FALSE,"16988",1,1,0,0,"K - FATAL INJURY",0,1,0,"GOLIAD RD",3462,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","39",1,"H - HISPANIC","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","July",2016,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.42322449, 29.33940677)
"2769",15195298,FALSE,"16988",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"BABCOCK RD",2515,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","22",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2016,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.58694337, 29.50677582)
"2770",15195371,TRUE,"16988",0,0,3,0,"N - NOT INJURED",0,0,0,"NAVARRO ST",700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","27",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","July",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48973231, 29.42754497)
"2771",15196218,FALSE,"16988",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,"BUENA VISTA ST",2596,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","52",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","July",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52697115, 29.42705283)
"2772",15196877,TRUE,"16988",0,0,2,0,"N - NOT INJURED",0,0,0,"WOODCHASE",7700,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","40",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","July",2016,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.62475228, 29.51054496)
"2773",15196676,TRUE,"16989",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SAN FERNANDO ST",4199,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","58",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5530223, 29.42411497)
"2774",15199107,FALSE,"16991",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"S POLARIS ST",540,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","29",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.45899232, 29.41534672)
"2775",15251673,TRUE,"17004",0,0,1,1,"A - SUSPECTED SERIOUS INJURY",2,3,0,"S ZARZAMORA ST",4498,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","No Data",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.53366231, 29.38156498)
