Crash ID,Crash Date,Crash Year,Person Injury Severity,Person Non-Suspected Serious Injury Count,Person Not Injured Count,Person Possible Injury Count,Person Suspected Serious Injury Count,Person Type
15803037,6/6/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
15807350,6/9/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15817994,6/11/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
15811479,6/12/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15813024,6/13/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15813271,6/13/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15815087,6/13/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15814245,6/14/17,2017,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
15816299,6/14/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15815244,6/15/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15817051,6/16/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
15819991,6/16/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
15819991,6/16/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
15818462,6/17/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15836856,6/17/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
15823177,6/20/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15824957,6/20/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15828709,6/23/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15864685,6/23/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15848084,6/24/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15838498,6/25/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15833946,6/26/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15838416,6/26/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
15834805,6/27/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15836461,6/27/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15838792,6/28/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15840277,6/28/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15859851,7/10/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15859516,7/11/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15859539,7/11/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
15860218,7/11/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15863813,7/11/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15864440,7/12/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15886519,7/12/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
15864129,7/14/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15864136,7/15/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15865175,7/15/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
15870361,7/18/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
15877145,7/18/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15882844,7/20/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15874638,7/21/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15874741,7/21/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15880435,7/21/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
15876453,7/22/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
15884600,7/25/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15885810,7/25/17,2017,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
15889933,7/30/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15890111,7/31/17,2017,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
15890685,7/31/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15892704,7/31/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15892892,8/1/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
15896924,8/1/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15897663,8/3/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15899660,8/5/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15903579,8/8/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15926762,8/8/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15911519,8/12/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15915271,8/14/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15916148,8/15/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15918465,8/15/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15918429,8/16/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15919821,8/16/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15922516,8/18/17,2017,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
15922662,8/19/17,2017,K - FATAL INJURY,0,0,0,0,3 - PEDALCYCLIST
15925647,8/20/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15927354,8/21/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15929545,8/22/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15933920,8/24/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15939348,8/24/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15939348,8/24/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15941035,8/26/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
15935058,8/27/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15939051,8/28/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15940829,8/29/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15939549,8/30/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15941835,8/30/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15946039,8/31/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
15943701,9/2/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15950697,9/3/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
15947108,9/4/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15962217,9/6/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15952412,9/7/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15952513,9/7/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15953267,9/8/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15953453,9/8/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15964030,9/9/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
15965394,9/9/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15976427,9/9/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15956214,9/10/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15997403,9/12/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15965175,9/13/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15970611,9/14/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15981587,9/14/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15967159,9/16/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15975460,9/17/17,2017,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
15976940,9/17/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15978949,9/17/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15973500,9/18/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15975269,9/18/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15980304,9/18/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15974773,9/19/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15981717,9/20/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15985549,9/25/17,2017,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
15988745,9/25/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
15987591,9/26/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16006331,9/29/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
15994132,9/30/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16001709,10/1/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16003739,10/2/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
15999591,10/3/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16001126,10/3/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16019256,10/4/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16005394,10/5/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16005668,10/6/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16006242,10/6/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16006250,10/6/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16006464,10/6/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16009029,10/7/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16014729,10/7/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16019319,10/7/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16007580,10/8/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16016221,10/8/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16011586,10/9/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16014656,10/10/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16016567,10/10/17,2017,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
16020331,10/11/17,2017,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
16020333,10/14/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16031188,10/15/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16024762,10/16/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16024780,10/16/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16024995,10/17/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16027634,10/18/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16029166,10/18/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16032249,10/18/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16039728,10/23/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16038969,10/24/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16042000,10/24/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16043245,10/26/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16044355,10/26/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16044438,10/26/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16046016,10/27/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16046069,10/28/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16047013,10/29/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16049724,10/29/17,2017,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
16051270,10/30/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16058401,11/1/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16058772,11/2/17,2017,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
16059105,11/2/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16063034,11/2/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16059021,11/3/17,2017,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
16060841,11/3/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16063613,11/3/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16060536,11/4/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16065920,11/6/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16068011,11/7/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16072017,11/8/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16075809,11/9/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16087239,11/10/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16075250,11/11/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16084904,11/13/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16084689,11/14/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16087027,11/15/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16094881,11/16/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16091766,11/18/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16097433,11/18/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16104099,11/18/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16099716,11/19/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16098965,11/20/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16104382,11/21/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16108900,11/21/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16101771,11/22/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16109341,11/26/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16107228,11/27/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16107230,11/27/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16107583,11/27/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16115287,11/27/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16115620,11/27/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16119954,11/28/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16115573,11/30/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16116124,12/1/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16116872,12/1/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16120868,12/2/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16120956,12/4/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16123031,12/4/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16123051,12/4/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16127823,12/6/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16131863,12/8/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16130962,12/9/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16134792,12/11/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16145214,12/12/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16142554,12/13/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16144073,12/13/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16143020,12/14/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16144108,12/15/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16145138,12/15/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16153290,12/19/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16154442,12/20/17,2017,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16155639,12/20/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16160627,12/23/17,2017,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16161943,12/24/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16165105,12/26/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16172165,12/29/17,2017,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16174308,12/31/17,2017,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16182954,1/5/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16183454,1/5/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16186369,1/6/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16184506,1/7/18,2018,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16190337,1/9/18,2018,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16196008,1/9/18,2018,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
16192605,1/10/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16192602,1/11/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16194598,1/12/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16199173,1/12/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16201429,1/12/18,2018,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
16197379,1/14/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16199168,1/15/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16199230,1/15/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16199230,1/15/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16199590,1/15/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16206977,1/16/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16201805,1/17/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16213989,1/20/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16213063,1/23/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16223080,1/24/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16217406,1/25/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16218053,1/26/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16217896,1/27/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16223798,1/29/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16225619,1/29/18,2018,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16225726,1/29/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16224048,1/30/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16225623,1/30/18,2018,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
16227349,1/31/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16228817,1/31/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16230479,2/2/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16233485,2/3/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16231341,2/4/18,2018,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16233439,2/5/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16237562,2/6/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16238932,2/7/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16240744,2/8/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16241349,2/8/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16242018,2/9/18,2018,K - FATAL INJURY,0,0,0,0,3 - PEDALCYCLIST
16245361,2/9/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16247058,2/12/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16249288,2/13/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16249792,2/14/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16250740,2/14/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16250740,2/14/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16275904,2/15/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16253323,2/16/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16258425,2/19/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16265214,2/21/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16267170,2/22/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16267170,2/22/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16278722,2/23/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16266003,2/24/18,2018,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
16270620,2/25/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16271432,2/26/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16276788,2/26/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16274671,2/28/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16275535,2/28/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16284694,3/5/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16288727,3/5/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16288766,3/5/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16285942,3/6/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16287235,3/6/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16290786,3/8/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16335941,3/10/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16295032,3/12/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16296587,3/12/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16297276,3/13/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16300400,3/14/18,2018,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
16306675,3/16/18,2018,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
16309415,3/18/18,2018,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
16313498,3/18/18,2018,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
