X,Y,ReportType,PrmaryCollsionType,CaseNumber,UnitsInvolved,Location,OnHighway,CrossStreet,FeetFromIntersection,DirectionFromIntersection,CollisionDate,ReportedDate,ReportedYear,ReportedMonth,ReportedMonthName,ReportedWeek,ReportedDayofWeekNum,ReportedDayofMonth,ReportedDayofWeek,ReportedHour,HitAndRunStatus,LightingCondition,WeatherCondition,Severity,NumKilled,NumSeriouslyInjured,NumInjuredOrKilled,Lat,Lon,DUI,AlcoholDrugSuspected,BicyclesInvolved,PedestriansInvolved,RoadDescription,Crash_Time,ESRI_OID
-105.264124,40.008197,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1712874,2,COLORADO AVE/FOLSOM ST,FOLSOM RD,CITY ST/CNTY RD,145,S ,2017/09/29 00:00:00+00,2017/09/29 16:54:00+00,2017,9,September,16,6,29,Friday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.008197,-105.264124,0,0,0,0,NON-INTERSECTION,1655,7015
-105.252166,40.033766,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1712859,2,ONEAL PKWY/ONEAL CIR,ONEAL PKWY,CITY ST/CNTY RD,60,S ,2017/09/29 00:00:00+00,2017/09/29 12:24:00+00,2017,9,September,12,6,29,Friday,12,Motorway Collision,Dark - Lighted,NONE,Property Damage Only,0,0,0,40.033766,-105.252166,0,0,0,0,NON-INTERSECTION,300,7016
-105.251909,39.984144,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1712864,2,3600  TABLE MESA DR      ,3600 TABLE MESA,CITY ST/CNTY RD,     ,  ,,2017/09/29 12:40:00+00,2017,9,September,12,6,29,Friday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,39.984144,-105.251909,0,0,0,0,PARKING LOT,1240,7017
-105.257829,40.000354,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1712854,2,BASELINE RD/28TH ST,BASELINE,CITY ST/CNTY RD,837,W ,2017/09/29 00:00:00+00,2017/09/29 11:28:00+00,2017,9,September,11,6,29,Friday,11,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.000354,-105.257829,0,0,0,0,DRIVEWAY ACCESS RELATED,1129,7018
-105.234741,40.014803,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1814128,2,48TH ST/ARAPAHOE AVE,ARAPAHOE AVE,CITY ST/CNTY RD,167,E ,2018/10/31 00:00:00+00,2018/10/31 12:40:00+00,2018,10,October,12,4,31,Wednesday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.014803,-105.234741,0,0,0,0,INTERSECTION RELATED,1240,7019
-105.274911,40.002597,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1814081,2,840   14TH ST      ,840 14TH ST,CITY ST/CNTY RD,     ,  ,2018/10/30 00:00:00+00,2018/10/30 12:25:00+00,2018,10,October,12,3,30,Tuesday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.002597,-105.274911,0,0,0,0,NON-INTERSECTION,1225,7020
-105.258571,40.043598,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1712542,2,28TH ST/PALO PKWY,PALO PKWY,STATE HWY,285,S ,2017/09/22 00:00:00+00,2017/09/22 13:05:00+00,2017,9,September,13,6,22,Friday,13,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.043598,-105.258571,0,0,0,0,NON-INTERSECTION,1300,7021
-105.272454,40.005982,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1712551,2,16TH ST/BROADWAY,BROADWAY,STATE HWY,65,N ,2017/09/22 00:00:00+00,2017/09/22 15:21:00+00,2017,9,September,15,6,22,Friday,15,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.005982,-105.272454,0,0,0,0,INTERSECTION RELATED,1523,7022
-105.253767,40.023257,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710441,3,30TH ST/PEARL ST,30TH ST,CITY ST/CNTY RD,202,S ,2017/08/16 00:00:00+00,2017/08/16 16:48:00+00,2017,8,August,16,4,16,Wednesday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.023257,-105.253767,0,0,0,0,NON-INTERSECTION,1648,7023
-105.206636,40.01471,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710443,2,63RD ST/ARAPAHOE AVE,ARAPAHOE AVE,STATE HWY,75,E ,2017/08/16 00:00:00+00,2017/08/16 17:31:00+00,2017,8,August,17,4,16,Wednesday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.01471,-105.206636,0,0,0,0,INTERSECTION RELATED,1731,7024
-105.237671,39.985731,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710444,2,TABLE MESA DR/MOORHEAD AVE,TABLE MESA DR,CITY ST/CNTY RD,40,W ,2017/08/16 00:00:00+00,2017/08/20 17:48:00+00,2017,8,August,17,1,20,Sunday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,39.985731,-105.237671,0,0,0,0,INTERSECTION RELATED,1748,7025
-105.258504,40.020518,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710541,2,28TH ST/WALNUT ST,28TH ST,STATE HWY,30,N ,2017/08/18 00:00:00+00,2017/08/18 12:51:00+00,2017,8,August,12,6,18,Friday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.020518,-105.258504,0,0,0,0,INTERSECTION RELATED,1251,7026
-105.206672,40.014677,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710529,2,ARAPAHOE RD/63RD ST,63RD STREET,STATE HWY,740,E ,2017/08/18 00:00:00+00,2017/08/18 08:48:00+00,2017,8,August,8,6,18,Friday,8,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.014677,-105.206672,0,0,0,0,NON-INTERSECTION,845,7027
-105.260198,40.000304,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710475,2,BASELINE RD/27TH WAY,BASELINE,CITY ST/CNTY RD,     ,  ,2017/08/13 00:00:00+00,2017/08/24 00:00:00+00,2017,8,August,0,5,24,Thursday,0,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.000304,-105.260198,0,0,0,0,AT INTERSECTION,2015,7028
-105.225418,40.014574,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710480,2,ARAPAHOE AVE/55TH ST,ARAPAHOE,STATE HWY,300,E ,2017/08/17 00:00:00+00,2017/08/17 15:14:00+00,2017,8,August,15,5,17,Thursday,15,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.014574,-105.225418,0,0,0,0,NON-INTERSECTION,1514,7029
-105.206734,40.071175,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710490,2,63RD ST/LOOKOUT RD,LOOKOUT RD,CITY ST/CNTY RD,35,E ,2017/08/17 00:00:00+00,2017/08/17 16:36:00+00,2017,8,August,16,5,17,Thursday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.071175,-105.206734,0,0,0,0,INTERSECTION RELATED,1637,7030
-105.260145,40.051015,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710491,3,28TH ST/JAY RD,JAY RD,STATE HWY,200,S ,2017/08/17 00:00:00+00,2017/08/17 18:08:00+00,2017,8,August,18,5,17,Thursday,18,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.051015,-105.260145,0,0,0,0,NON-INTERSECTION,1809,7031
-105.267753,40.003418,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709716,2,BROADWAY/REGENT DR,REGENT DR,CITY ST/CNTY RD,400,E ,2017/08/02 00:00:00+00,2017/08/02 00:00:00+00,2017,8,August,0,4,2,Wednesday,0,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.003418,-105.267753,0,0,0,0,NON-INTERSECTION,928,7032
-105.258796,40.008138,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710189,2,28TH ST/COLORADO AVE,28TH STREET,STATE HWY,50,S ,2017/08/11 00:00:00+00,2017/08/11 13:21:00+00,2017,8,August,13,6,11,Friday,13,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.008138,-105.258796,0,0,0,0,AT INTERSECTION,1322,7033
-105.258282,40.014544,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710202,2,28TH ST/ARAPAHOE AVE,28TH ST,CITY ST/CNTY RD,     ,  ,2017/08/11 00:00:00+00,2017/08/11 17:58:00+00,2017,8,August,17,6,11,Friday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.014544,-105.258282,0,0,0,0,AT INTERSECTION,1758,7034
-105.236169,39.986022,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710239,2,TABLE MESA DR/HWY 36 EB OFF RP @ T MESA,US HWY 36 OFF RAMP,STATE HWY,105,S ,,2017/08/11 11:48:00+00,2017,8,August,11,6,11,Friday,11,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,39.986022,-105.236169,0,0,0,0,INTERSECTION RELATED,1147,7035
-105.283115,40.000095,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710249,2,BASELINE RD/GRANT PL,GRANT PL,CITY ST/CNTY RD,140,N ,2017/08/11 11:58:00+00,2017/08/11 11:58:00+00,2017,8,August,11,6,11,Friday,11,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.000095,-105.283115,0,0,0,0,NON-INTERSECTION,1158,7036
-105.258504,40.020518,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710255,2,28TH ST/WALNUT ST,28TH ST,STATE HWY,50,S ,2017/08/12 00:00:00+00,2017/08/12 16:36:00+00,2017,8,August,16,7,12,Saturday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.020518,-105.258504,0,0,0,0,DRIVEWAY ACCESS RELATED,1635,7037
-105.263563,40.000114,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710336,2,BASELINE RD/BROADWAY,BROADWAY,STATE HWY,200,N ,2017/08/14 00:00:00+00,2017/08/14 16:57:00+00,2017,8,August,16,2,14,Monday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.000114,-105.263563,0,0,0,0,NON-INTERSECTION,1657,7038
-105.253634,40.014706,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710351,2,30TH ST/ARAPAHOE AVE,30TH ST,CITY ST/CNTY RD,70,S ,2017/08/15 00:00:00+00,2017/08/15 07:40:00+00,2017,8,August,7,3,15,Tuesday,7,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.014706,-105.253634,0,0,0,0,DRIVEWAY ACCESS RELATED,740,7039
-105.244714,40.022961,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710322,2,PEARL PKWY/FOOTHILLS PKWY,FOOTHILLS PKWY,STATE HWY,     ,  ,2017/08/14 00:00:00+00,2017/08/14 12:39:00+00,2017,8,August,12,2,14,Monday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.022961,-105.244714,0,0,0,0,AT INTERSECTION,1239,7040
-105.258434,40.018989,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710323,2,1800  28TH ST      ,PRIVATE PROPERTY,,     ,  ,2017/08/14 00:00:00+00,2017/08/15 12:51:00+00,2017,8,August,12,3,15,Tuesday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.018989,-105.258434,0,0,0,0,PARKING LOT,1200,7041
-105.258456,40.036493,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710311,2,IRIS AVE/28TH ST,28TH ST,STATE HWY,45,S ,2017/08/14 08:10:00+00,2017/08/14 08:21:00+00,2017,8,August,8,2,14,Monday,8,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.036493,-105.258456,0,0,0,0,INTERSECTION RELATED,810,7042
-105.25669,40.000067,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710301,2,BASELINE RD/HWY 36 WB ON RP @ BASELINE EB,BASELINE RD,STATE HWY,     ,  ,2017/08/13 00:00:00+00,2017/08/13 22:26:00+00,2017,8,August,22,1,13,Sunday,22,Motorway Collision,Dark - Lighted,NONE,Possible injury,0,0,0,40.000067,-105.25669,0,0,0,0,AT INTERSECTION,2226,7043
-105.23231,39.985598,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709656,2,US HIGHWAY 36/FOOTHILLS PKWY,US HWY 36,INTERSTATE,"3,172",E ,,2017/08/01 09:01:00+00,2017,8,August,9,3,1,Tuesday,9,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,39.985598,-105.23231,0,0,0,0,NON-INTERSECTION,902,7044
-105.282063,40.025544,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709669,2,ALPINE AVE/BROADWAY,ALPINE DR,CITY ST/CNTY RD,192,E ,,2017/07/31 16:37:00+00,2017,7,July,16,2,31,Monday,16,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.025544,-105.282063,0,0,0,0,DRIVEWAY ACCESS RELATED,1300,7045
-105.261674,40.029203,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709671,2,VALMONT RD/LITTLELEAF LN,VALMONT,CITY ST/CNTY RD,     ,  ,,2017/08/01 13:15:00+00,2017,8,August,13,3,1,Tuesday,13,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.029203,-105.261674,0,0,0,0,DRIVEWAY ACCESS RELATED,1314,7046
-105.272728,40.036409,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709676,2,19TH ST/IRIS AVE,IRIS AV,CITY ST/CNTY RD,40,E ,,2017/08/01 13:53:00+00,2017,8,August,13,3,1,Tuesday,13,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.036409,-105.272728,0,0,0,0,INTERSECTION RELATED,1353,7047
-105.244862,40.029223,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709677,2,FOOTHILLS PKWY/VALMONT RD,FOOTHILLS,STATE HWY,     ,  ,,2017/08/01 14:24:00+00,2017,8,August,14,3,1,Tuesday,14,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.029223,-105.244862,0,0,0,0,AT INTERSECTION,1424,7048
-105.265806,40.000111,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709681,2,2141  BASELINE RD      ,BASELINE RD,CITY ST/CNTY RD,60,E ,,2017/08/01 15:18:00+00,2017,8,August,15,3,1,Tuesday,15,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.000111,-105.265806,0,0,0,0,INTERSECTION RELATED,1518,7049
-105.267721,40.003464,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709598,3,BROADWAY/20TH ST,BROADWAY,STATE HWY,100,N ,2017/07/30 00:00:00+00,2017/07/30 20:50:00+00,2017,7,July,20,1,30,Sunday,20,Motorway Collision,Dark - Lighted,NONE,Property Damage Only,0,0,0,40.003464,-105.267721,0,0,0,0,INTERSECTION RELATED,2052,7050
-105.225423,40.029232,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709605,2,55TH ST/VALMONT RD,VALMONT RD,CITY ST/CNTY RD,10,E ,,2017/07/31 08:01:00+00,2017,7,July,8,2,31,Monday,8,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.029232,-105.225423,0,0,0,0,INTERSECTION RELATED,800,7051
-105.282312,40.010471,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709615,2,9TH ST/UNIVERSITY AVE,9TH ST,CITY ST/CNTY RD,30,N ,,2017/07/31 11:46:00+00,2017,7,July,11,2,31,Monday,11,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.010471,-105.282312,0,0,0,0,,1144,7052
-105.24066,40.014698,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709388,2,FOOTHILLS PKWY/ARAPAHOE AVE,FOOTHILL,INTERSTATE,200,S ,2017/07/26 00:00:00+00,2017/07/26 00:00:00+00,2017,7,July,0,4,26,Wednesday,0,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.014698,-105.24066,0,0,0,0,INTERSECTION RELATED,1250,7053
-105.258357,40.000215,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709467,2,US HIGHWAY 36/BASELINE RD,US HWY 36,STATE HWY,     ,  ,2017/07/28 07:48:00+00,2017/07/28 08:48:00+00,2017,7,July,8,6,28,Friday,8,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.000215,-105.258357,0,0,0,0,INTERSECTION RELATED,748,7054
-105.281901,40.000068,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709456,2,700   9TH ST BLK    ,9TH ST,CITY ST/CNTY RD,231,N ,2017/07/27 23:10:00+00,2017/07/28 00:00:00+00,2017,7,July,0,6,28,Friday,0,Motorway Collision,Dark - Unlighted,NONE,Property Damage Only,0,0,0,40.000068,-105.281901,1,1,0,0,NON-INTERSECTION,2310,7055
-105.247447,40.02285,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709488,2,PEARL PKWY/FRONTIER AVE,FOOTHILLS PARKWAY,,     ,  ,,2017/07/28 14:58:00+00,2017,7,July,14,6,28,Friday,14,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.02285,-105.247447,0,0,0,0,AT INTERSECTION,1458,7056
-105.28216,40.061827,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709495,2,BROADWAY/LEE HILL DR,BROADWAY,CITY ST/CNTY RD,250,S ,2017/07/28 00:00:00+00,2017/07/28 16:41:00+00,2017,7,July,16,6,28,Friday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.061827,-105.28216,0,0,0,0,NON-INTERSECTION,1642,7057
-105.232484,39.987059,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709396,2,FOOTHILLS SB OFF RP @ T MESA/TABLE MESA DR,FOOTHILLS PARKWAY,,     ,  ,,2017/07/26 14:52:00+00,2017,7,July,14,4,26,Wednesday,14,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,39.987059,-105.232484,0,0,0,0,AT INTERSECTION,1725,7058
-105.271705,40.005527,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709359,3,BROADWAY/EUCLID AVE,BROADWAY,CITY ST/CNTY RD,75,N ,,2017/07/25 19:01:00+00,2017,7,July,19,3,25,Tuesday,19,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.005527,-105.271705,0,0,0,0,NON-INTERSECTION,1934,7059
-105.253688,40.014535,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709435,2,ARAPAHOE AVE/30TH ST,30TH STREET,,     ,  ,2017/07/27 00:00:00+00,2017/07/27 12:54:00+00,2017,7,July,12,5,27,Thursday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.014535,-105.253688,0,0,0,0,AT INTERSECTION,1254,7060
-105.258534,40.043574,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709445,2,PALO PKWY/28TH ST,PALO PARKWAY,CITY ST/CNTY RD,15,E ,2017/07/27 00:00:00+00,2017/07/27 16:40:00+00,2017,7,July,16,5,27,Thursday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.043574,-105.258534,0,0,0,0,INTERSECTION RELATED,1641,7061
-105.277976,40.016201,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709447,2,13TH ST/CANYON BLVD,BROADWAY,CITY ST/CNTY RD,10,N ,,2017/07/27 17:41:00+00,2017,7,July,17,5,27,Thursday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.016201,-105.277976,0,0,0,0,INTERSECTION RELATED,1741,7062
-105.258322,40.020492,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1711687,2,WALNUT ST/28TH ST,28TH STREET,CITY ST/CNTY RD,100,E ,2017/09/05 00:00:00+00,2017/09/05 16:14:00+00,2017,9,September,16,3,5,Tuesday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.020492,-105.258322,0,0,0,0,AT INTERSECTION,1614,7063
-105.258317,40.014664,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1711688,4,ARAPAHOE AVE/28TH ST,ARAPAHOE AV,CITY ST/CNTY RD,80,W ,,2017/09/05 16:08:00+00,2017,9,September,16,3,5,Tuesday,16,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.014664,-105.258317,0,0,0,0,INTERSECTION RELATED,1608,7064
-105.245611,40.003762,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1711715,2,E AURORA AVE/38TH ST,38TH ST,CITY ST/CNTY RD,     ,  ,2017/09/06 00:00:00+00,2017/09/06 08:30:00+00,2017,9,September,8,4,6,Wednesday,8,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.003762,-105.245611,0,0,0,0,AT INTERSECTION,830,7065
-105.244815,40.02287,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709333,2,FOOTHILLS PKWY/PEARL PKWY,PEARL PY,CITY ST/CNTY RD,20,E ,2017/07/25 00:00:00+00,2017/07/25 09:47:00+00,2017,7,July,9,3,25,Tuesday,9,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.02287,-105.244815,0,0,0,0,INTERSECTION RELATED,948,7066
-105.262985,40.017486,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709628,2,CANYON BLVD/FOLSOM ST,FOLSOM,STATE HWY,     ,  ,,2017/07/31 17:18:00+00,2017,7,July,17,2,31,Monday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.017486,-105.262985,0,0,0,0,AT INTERSECTION,1719,7067
-105.237635,39.985875,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709685,2,MOORHEAD AVE/TABLE MESA DR,TABLE MESA DR,CITY ST/CNTY RD,     ,  ,,2017/08/01 16:56:00+00,2017,8,August,16,3,1,Tuesday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,39.985875,-105.237635,0,0,0,0,AT INTERSECTION,1657,7068
-105.281804,40.023186,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709686,2,BROADWAY/PORTLAND PL,BROADWAY,CITY ST/CNTY RD,     ,  ,,2017/08/01 16:35:00+00,2017,8,August,16,3,1,Tuesday,16,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.023186,-105.281804,0,0,0,0,AT INTERSECTION,1635,7069
-105.257829,40.000354,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709689,2,BASELINE RD/28TH ST,28TH ST,CITY ST/CNTY RD,     ,  ,,2017/08/01 18:00:00+00,2017,8,August,18,3,1,Tuesday,18,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.000354,-105.257829,0,0,0,0,AT INTERSECTION,1800,7070
-105.258272,40.017365,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709731,2,CANYON BLVD/28TH ST,CANYON BLVD,CITY ST/CNTY RD,365,W ,2017/07/27 00:00:00+00,2017/07/27 17:21:00+00,2017,7,July,17,5,27,Thursday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.017365,-105.258272,0,0,0,0,NON-INTERSECTION,1721,7071
-105.253564,40.023285,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709734,2,30TH ST/PEARL PKWY,PEARL ST,CITY ST/CNTY RD,15,W ,,2017/08/02 14:19:00+00,2017,8,August,14,4,2,Wednesday,14,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.023285,-105.253564,0,0,0,0,INTERSECTION RELATED,1418,7072
-105.253763,40.037979,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709736,2,DIAGONAL HWY/30TH ST,DIAGONAL HWY,STATE HWY,     ,  ,,2017/08/02 14:01:00+00,2017,8,August,14,4,2,Wednesday,14,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.037979,-105.253763,0,0,0,0,AT INTERSECTION,1700,7073
-105.276293,40.009467,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709853,2,BROADWAY/PLEASANT ST,BROADWAY,STATE HWY,     ,  ,2017/08/04 00:00:00+00,2017/08/04 16:53:00+00,2017,8,August,16,6,4,Friday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.009467,-105.276293,0,0,0,0,AT INTERSECTION,1654,7074
-105.244236,40.035357,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709855,2,47TH ST/MITCHELL LN,47TH,CITY ST/CNTY RD,150,S ,,2017/08/04 17:30:00+00,2017,8,August,17,6,4,Friday,17,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.035357,-105.244236,0,0,0,0,INTERSECTION RELATED,1730,7075
-105.234743,39.986514,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709802,2,US HIGHWAY 36/TABLE MESA DR,US 36,STATE HWY,101,W ,2017/08/03 00:00:00+00,2017/08/03 14:38:00+00,2017,8,August,14,5,3,Thursday,14,Motorway Collision,Dawn or Dusk,NONE,Property Damage Only,0,0,0,39.986514,-105.234743,0,0,0,0,NON-INTERSECTION,1439,7076
-105.24264,39.985829,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709805,2,S 45TH ST/TABLE MESA DR,TABLE MESA DR,CITY ST/CNTY RD,10,E ,2017/08/03 00:00:00+00,2017/08/03 16:16:00+00,2017,8,August,16,5,3,Thursday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,39.985829,-105.24264,0,0,0,0,INTERSECTION RELATED,1616,7077
-105.253138,40.005943,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709809,2,30TH ST/MADISON AVE,30TH ST,CITY ST/CNTY RD,285,S ,2017/08/03 00:00:00+00,2017/08/03 16:54:00+00,2017,8,August,16,5,3,Thursday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.005943,-105.253138,0,0,0,0,NON-INTERSECTION,1655,7078
-105.258403,40.029131,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709754,3,VALMONT RD/28TH ST,28TH STREET,STATE HWY,100,E ,,2017/08/02 18:44:00+00,2017,8,August,18,4,2,Wednesday,18,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.029131,-105.258403,0,0,0,0,INTERSECTION RELATED,1844,7079
-105.258436,40.032848,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1709772,2,GLENWOOD DR/28TH ST,28TH STREET,STATE HWY,125,N ,,2017/08/03 07:10:00+00,2017,8,August,7,5,3,Thursday,7,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.032848,-105.258436,0,0,0,0,NON-INTERSECTION,710,7080
-105.259717,40.032815,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710927,2,GLENWOOD CT/GLENWOOD DR,GLENWOOD CT,CITY ST/CNTY RD,248,N ,2017/08/25 01:12:00+00,2017/08/25 05:10:00+00,2017,8,August,5,6,25,Friday,5,Motorway Collision,Dark - Unlighted,NONE,Possible injury,0,0,0,40.032815,-105.259717,1,1,0,0,NON-INTERSECTION,112,7081
-105.279314,40.015947,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710968,2,CANYON BLVD/BROADWAY,CANYON BOULEVARD,STATE HWY,     ,  ,2017/08/25 12:41:00+00,2017/08/25 12:40:00+00,2017,8,August,12,6,25,Friday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.015947,-105.279314,0,0,0,0,AT INTERSECTION,1241,7082
-105.258272,40.017365,Police Collision Report,COLLISION W/ MV - FRONT TO REAR,1710984,2,CANYON BLVD/28TH ST,28TH ST,STATE HWY,80,N ,2017/08/25 00:00:00+00,2017/08/25 14:53:00+00,2017,8,August,14,6,25,Friday,14,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.017365,-105.258272,0,0,0,0,INTERSECTION RELATED,1453,7083
